1	Watching the Android announcement from Google and Samsung. IceCream Sandwich looks really interesting. http://t.co/oeZK9iV1 #google #android
1	Meet #Siri, your new iPhone butler. Click the link and be amazed by all it can do: http://t.co/lvfFdCEL @Apple
1	All this talk about about how good #icecreamsandwich looks is making me hungry #google #omnomnomnom
1	I'm most excited about Android beam & face detection unlock for Android ICS. #AndroidBeam #Google #IceCreamSandwich
1	Icecream Sandwich looking good so far. #android #google
1	Jus updated my computer to Windows 7 .....I'm on thanks to #microsoft
0	@Apple you're killing me. Excited about iOS5 no longer- tragic battery drain, genius bar wants to replace the battery. Really?
1	With the new #Google #Android 4.0 Ice-Cream Sandwich, you can take Panorama picture right Out-of-the-Box... SWEET!
0	Looking at some of the new features of #ICS it looks like #Google got some inspiration from #CyanogenMod.
1	Infinite Spiral Bookcase for #Google Books looks amazing, interested to see where it is headed: http://t.co/RXWD6sN8
1	@edbott you have sugar-coated the FSF secure boot reaction. This is blatant anti-#Microsoft propaganda.
1	Dear #Google, I want the Galaxy Nexus NOW. Please send it to me by email or something - I know you have the technology
1	Okay..I feel slightly more connected to the world and have put #facebook and #twitter on my #blackberry..its not the same..but it helps
1	#Microsoft #PowerPivot gives users the power to create compelling self-service #BI solutions. #infinitywebinar
1	I fancy an Ice Cream Sandwich #google #android. Wonder it will works on my HTC Desire?
1	Currently ordering a BRAND NEW MACBOOK PRO!!! Bahhh... my MacBook is 5 years old. I'll miss it. But it's time. cc: @Apple -
1	@Apple iOS 5 is sweet! Notifications, phone search covers mail now, wifi sync, iCloud backup and integrated Twitter are all well done.
1	i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple #iphone
0	New Galaxy Nexus: App Improvements -  New People App to improve contact information #nexus #samsung #google #android bit.ly/nEJbyE
1	I'm starting to get really concerned, sending hashtags in emails :P #twitter is taking over our lives :D
0	1080p video recording, continuous focus, zoom while recording and time lapse included in Android 4.0. #Google #Android #ICS
1	@apple just got the new iOS5 upgrade with iMessage...good luck surviving now @BlackBerry
0	@Wisconsin_Mommy @apple that's terrible!  I hope you get an apology!
1	The Future of #Information: Innovators from #Google, #Microsoft &#Twitter  Nov. 14-18  Info & registration at http://t.co/kJKZ77Zy #UMD
1	I keep forgettin how much i really like #Twitter lol
1	FUCK #facebook #twitter is way better #teamfollowback #followme
0	RT @charmybird Soon. Getting ready for the party. #google #android #icecreamsandwich http://t.co/puMwmM9m
1	RT @bmann Awesome! @TommyLee is moving to #Vancouver as Dev Evangelist for #Microsoft - we finally get a local
0	@apple not happy with Apple today. I did the suggested software update and now nothing works!!!
0	I'm not a windows phone fan, but I'm a #Metro UI fan, which, IMO, has been fortunately (or sadly) copied by #Google into #ICS.
1	Probably the best #IceCreamSandwich (yet)! #Samsung and #Google's event live blog by @engadget! Why haven't I switched to #Android again?
1	Are you using #Google+ and #Linkedin yet? These are essential tools to get your company and/or you on the FIRST page of Google. Contact...
0	good job, #google.  did anyone get when any of this shit is actually shipping? #infofail
1	Oh yes, and now - The Android Beam! Alright, I made the right decision to be on Team #Google, Team #Android!
0	#DontBeMadAtMeBecause #Android is by far better than @Apple
1	#Microsoft #Opens The Door To Two #Spanish #Entrepreneurs With #Medical #Project ! http://t.co/c97sNizT
1	Android Beam - sharing contacts, articles, files, and games, pretty cool #Google #ICS
1	RT @Assim99: Dear #Google, I want the Galaxy Nexus NOW. Please send it to me by email or something - I know you have the technology
1	Why I love #Microsoft &gt; Microsoft hosting Kids TechFest to encourage careers in tech  http://t.co/fmzFWgYv #babygeeks via @Techflash
1	I've pretty much abandoned Facebook for Twitter. #twitter'slegit
1	fuck that facebook bullshit. #twitter bitch
1	@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA
0	RT @NeowinFeed: Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/hJ8qlOC9 #neowin
1	Awesome! @TommyLee is moving to #Vancouver as Dev Evangelist for #Microsoft - we finally get a local
1	#Android #Google Ice Cream Sandwich Feature Closer Look - Roboto Type Face Is "A Pleasure" To Read http://t.co/DJsp2G5B #DhilipSiva
1	Will watch this one with interest! RT @RossMistry: #Microsoft Codename "Data Explorer" CTP Coming ... http://t.co/kvJSerCj via @scottyd99999
1	I lovee #Twitter   #swaag!
1	#Google's #Nexus really i wanna it now #Awesome
1	Welcome to the twitter world @MarkStuver. This is due to #iOS5 and @apple thanks guys.
1	My 3 biggest obsessions: #twitter, #dancemoms, and #desperatehousewives. &lt;3
